"","x"
"1333","WDR43"
"1334","ALK"
"1335","C2orf71"
"1336","CLIP4"
"1337","LOC105374389"
"1338","YPEL5"
"1339","LBH"
"1340","LOC285043"
"1341","LCLAT1"
"1342","CAPN13"
"1343","GALNT14"
"1344","CAPN14"
"1345","EHD3"
"1346","XDH"
"1347","SRD5A2"
"1348","MEMO1"
"1349","DPY30"
"1350","SPAST"
"1351","YIPF4"
"1352","NLRC4"
"1353","SLC30A6"
"1354","BIRC6"
"1355","MIR4765"
"1356","MIR558"
"1357","TTC27"
"1358","BIRC6-AS2"
"1359","LINC00486"
"1360","LOC100271832"
"1361","LTBP1"
"1362","MIR4430"
"1363","RASGRP3"
"1364","FAM98A"
"1365","MYADML"
"1366","LINC01317"
"1367","LINC01318"
"1368","LINC01320"
"1369","MIR548AD"
"1370","LOC100288911"
"1371","CRIM1"
"1372","FEZ2"
"1373","VIT"
"1374","STRN"
"1375","HEATR5B"
"1376","GPATCH11"
"1377","EIF2AK2"
"1378","CEBPZ"
"1379","CEBPZOS"
"1380","NDUFAF7"
"1381","SULT6B1"
"1382","PRKD3"
"1383","QPCT"
"1384","CDC42EP3"
"1385","LINC00211"
"1386","RMDN2"
"1387","RMDN2-AS1"
"1388","CYP1B1"
"1389","CYP1B1-AS1"
"1390","THADA"
"1391","PLEKHH2"
"1392","PRKCE"
"1393","EPAS1"
"1394","LOC101805491"
"1395","TMEM247"
"1396","LOC100506142"
"1397","RHOQ"
"1398","PIGF"
"1399","CRIPT"
"1400","ATP6V1E2"
"1401","SOCS5"
"1402","LINC01118"
"1403","TTC7A"
"1404","LINC01119"
"1405","MCFD2"
"1406","CALM2"
"1407","MIR559"
"1408","MSH2"
"1409","EPCAM"
"1410","LOC101927043"
"1411","C2orf61"
"1412","KCNK12"
"1413","HCG2040054"
"1414","MSH6"
"1415","FBXO11"
"1416","FOXN2"
"1417","STON1"
"1418","PPP1R21"
"1419","GTF2A1L"
"1420","STON1-GTF2A1L"
"1421","LHCGR"
"1422","FSHR"
"1423","MIR548BA"
"1424","NRXN1"
"1425","LOC730100"
"1426","LINC01867"
"1427","MIR4431"
"1428","GPR75-ASB3"
"1429","ASB3"
"1430","CHAC2"
"1431","ERLEC1"
"1432","GPR75"
"1433","MIR3682"
"1434","PSME4"
"1435","ACYP2"
"1436","TSPYL6"
"1437","C2orf73"
"1438","RPL23AP32"
"1439","SPTBN1"
"1440","EML6"
"1441","RTN4"
"1442","MTIF2"
"1443","CLHC1"
"1444","PRORSD1P"
"1445","RPS27A"
"1446","CCDC88A"
"1447","CFAP36"
"1448","PPP4R3B"
"1449","PNPT1"
"1450","EFEMP1"
"1451","MIR217HG"
"1452","MIR216A"
"1453","MIR217"
"1454","MIR216B"
"1455","LINC01813"
"1456","LOC100129434"
"1457","CCDC85A"
"1458","VRK2"
"1459","FANCL"
"1460","LINC01122"
"1461","LINC01793"
"1462","MIR4432HG"
"1463","MIR4432"
"1464","BCL11A"
"1465","PAPOLG"
"1466","REL"
"1467","LINC01185"
"1468","PUS10"
"1469","PEX13"
"1470","KIAA1841"
"1471","USP34"
"1472","AHSA2"
"1473","C2orf74"
"1474","LOC339803"
"1475","XPO1"
"1476","SNORA70B"
"1477","COMMD1"
"1478","CCT4"
"1479","FAM161A"
"1480","B3GNT2"
"1481","MIR5192"
"1482","TMEM17"
"1483","EHBP1"
"1484","WDPCP"
"1485","OTX1"
"1486","DBIL5P2"
"1487","LOC100132215"
"1488","MDH1"
"1489","UGP2"
"1490","VPS54"
"1491","PELI1"
"1492","LINC00309"
"1493","LOC100507006"
"1494","MIR4433B"
"1495","MIR4433A"
"1496","LGALSL"
"1497","LOC101927402"
"1498","MIR4434"
"1499","AFTPH"
"1500","LOC339807"
"1501","SERTAD2"
"1502","LINC01800"
"1503","LOC400958"
"1504","SLC1A4"
"1505","CD207"
"1506","LINC01143"
"1507","VAX2"
"1508","ATP6V1B1"
"1509","OR7E91P"
"1510","TEX261"
"1511","ANKRD53"
"1512","ATP6V1B1-AS1"
"1513","NAGK"
"1514","MCEE"
"1515","MPHOSPH10"
"1516","PAIP2B"
"1517","ZNF638"
"1518","DYSF"
"1519","CYP26B1"
"1520","EXOC6B"
"1521","SPR"
"1522","EMX1"
"1523","RAB11FIP5"
"1524","SFXN5"
"1525","PRADC1"
"1526","SMYD5"
"1527","FBXO41"
"1528","CCT7"
"1529","NOTO"
"1530","EGR4"
"1531","ALMS1"
"1532","ALMS1-IT1"
"1533","NAT8"
"1534","NAT8B"
"1535","ALMS1P1"
"1536","DUSP11"
"1537","C2orf78"
"1538","TPRKB"
"1539","STAMBP"
"1540","DGUOK"
"1541","ACTG2"
"1542","DGUOK-AS1"
"1543","TET3"
"1544","BOLA3"
"1545","MOB1A"
"1546","MTHFD2"
"1547","BOLA3-AS1"
"1548","SLC4A5"
"1549","C2orf81"
"1550","WDR54"
"1551","INO80B"
"1552","LOXL3"
"1553","M1AP"
"1554","MOGS"
"1555","PCGF1"
"1556","DCTN1-AS1"
"1557","RTKN"
"1558","INO80B-WBP1"
"1559","DOK1"
"1560","HTRA2"
"1561","CCDC142"
"1562","WBP1"
"1563","TTC31"
"1564","LBX2-AS1"
"1565","TLX2"
"1566","LBX2"
"1567","MRPL53"
"1568","DCTN1"
"1569","AUP1"
"1570","DQX1"
"1571","SEMA4F"
"1572","HK2"
"1573","POLE4"
"1574","LINC01291"
"1575","TACR1"
"1576","MIR5000"
"1577","LOC101927884"
"1578","EVA1A"
"1579","MRPL19"
"1580","GCFC2"
"1581","LOC101927907"
"1582","LRRTM4"
"1583","LOC101927967"
"1584","LINC01851"
"1585","SNAR-H"
"1586","LOC101927948"
"1587","LOC105374820"
"1588","REG3G"
"1589","REG1B"
"1590","REG1A"
"1591","REG1CP"
"1592","REG3A"
"1593","MIR4264"
"1594","CTNNA2"
"1595","LOC101927987"
"1596","MIR8080"
"1597","LRRTM1"
"1598","LINC01815"
"1599","LOC101928371"
"1600","EIF2AK3"
"1601","LOC101928403"
"1602","RPIA"
"1603","ACTR3BP2"
"1604","FAM178B"
"1605","TMEM131"
"1606","VWA3B"
"1607","CNGA3"
"1608","MAP4K4"
"1609","IL1R2"
"1610","LINC01127"
"1611","IL1RL2"
"1612","IL1R1"
"1613","IL1RL1"
"1614","IL18RAP"
"1615","IL18R1"
"1616","MIR4772"
"1617","SLC9A4"
"1618","LINC01796"
"1619","LINC01935"
"1620","LINC01114"
"1621","LINC01158"
"1622","LOC102724691"
"1623","POU3F3"
"1624","LINC01159"
"1625","MERTK"
"1626","TMEM87B"
"1627","FBLN7"
"1628","ZC3H8"
"1629","CHCHD5"
"1630","LOC105373562"
"1631","ZC3H6"
"1632","RGPD5"
"1633","RGPD8"
"1634","TTL"
"1635","POLR1B"
"1636","SLC20A1"
"1637","FLJ42351"
"1638","CKAP2L"
"1639","IL1A"
"1640","IL1B"
"1641","IL37"
"1642","IL36B"
"1643","IL36A"
"1644","IL36G"
"1645","IL36RN"
"1646","IL1F10"
"1647","IL1RN"
"1648","PAX8-AS1"
"1649","PAX8"
"1650","PSD4"
"1651","ACTR3"
"1652","LINC01191"
"1653","LOC100499194"
"1654","HACD2"
"1655","MYLK"
"1656","MYLK-AS1"
"1657","MYLK-AS2"
"1658","ACPP"
"1659","DNAJC13"
"1660","ACKR4"
"1661","NPHP3-ACAD11"
"1662","ACAD11"
"1663","NPHP3-AS1"
"1664","NPHP3"
"1665","UBA5"
"1666","TMEM108"
"1667","TMEM108-AS1"
"1668","BFSP2"
"1669","BFSP2-AS1"
"1670","CDV3"
"1671","TOPBP1"
"1672","TF"
"1673","RAB6B"
"1674","SRPRB"
"1675","SLCO2A1"
"1676","C3orf36"
"1677","LINC02000"
"1678","AMOTL2"
"1679","RYK"
"1680","MIR6827"
"1681","MIR4788"
"1682","CEP63"
"1683","ANAPC13"
"1684","KY"
"1685","EPHB1"
"1686","CHL1"
"1687","CHL1-AS1"
"1688","LINC01266"
"1689","CNTN6"
"1690","CNTN4"
"1691","CNTN4-AS2"
"1692","IL5RA"
"1693","CNTN4-AS1"
"1694","TRNT1"
"1695","CRBN"
"1696","SETMAR"
"1697","SUMF1"
"1698","ITPR1-AS1"
"1699","ITPR1"
"1700","EGOT"
"1701","BHLHE40-AS1"
"1702","LMCD1-AS1"
"1703","ATP2B2"
"1704","MIR885"
"1705","TSEN2"
"1706","RAF1"
"1707","MKRN2OS"
"1708","MKRN2"
"1709","TMEM40"
"1710","RPL32"
"1711","IQSEC1"
"1712","CAND2"
"1713","SNORA7A"
"1714","LINC02022"
"1715","HDAC11"
"1716","SNORA93"
"1717","LINC00620"
"1718","FBLN2"
"1719","HDAC11-AS1"
"1720","NUP210"
"1721","WNT7A"
"1722","TPRXL"
"1723","FGD5P1"
"1724","CHCHD4"
"1725","LSM3"
"1726","TMEM43"
"1727","XPC"
"1728","LINC01267"
"1729","SLC6A6"
"1730","FGD5"
"1731","FGD5-AS1"
"1732","NR2C2"
"1733","MRPS25"
"1734","RBSN"
"1735","COL6A4P1"
"1736","CAPN7"
"1737","SH3BP5-AS1"
"1738","SH3BP5"
"1739","METTL6"
"1740","COLQ"
"1741","EAF1"
"1742","MIR4270"
"1743","HACL1"
"1744","BTD"
"1745","ANKRD28"
"1746","MIR3134"
"1747","MIR563"
"1748","GALNT15"
"1749","DPH3"
"1750","OXNAD1"
"1751","RFTN1"
"1752","LINC00690"
"1753","DAZL"
"1754","KAT2B"
"1755","SGO1-AS1"
"1756","MIR3135A"
"1757","SGO1"
"1758","LOC101927829"
"1759","VENTXP7"
"1760","ZNF385D-AS1"
"1761","ZNF385D"
"1762","ZNF385D-AS2"
"1763","UBE2E2"
"1764","UBE2E2-AS1"
"1765","MIR548AC"
"1766","UBE2E1"
"1767","UBE2E1-AS1"
"1768","NKIRAS1"
"1769","RPL15"
"1770","NR1D2"
"1771","THRB"
"1772","LINC00691"
"1773","LOC101927854"
"1774","MIR4792"
"1775","THRB-AS1"
"1776","RARB"
"1777","LOC105376997"
"1778","TOP2B"
"1779","MIR4442"
"1780","NGLY1"
"1781","OXSM"
"1782","LINC00692"
"1783","LRRC3B"
"1784","NEK10"
"1785","SLC4A7"
"1786","EOMES"
"1787","LINC01981"
"1788","CMC1"
"1789","ZCWPW2"
"1790","AZI2"
"1791","LINC00693"
"1792","RBMS3"
"1793","RBMS3-AS3"
"1794","RBMS3-AS1"
"1795","TGFBR2"
"1796","GADL1"
"1797","MIR466"
"1798","STT3B"
"1799","OSBPL10"
"1800","ZNF860"
"1801","GPD1L"
"1802","CMTM8"
"1803","CMTM7"
"1804","DYNC1LI1"
"1805","MIR548AY"
"1806","CMTM6"
"1807","CNOT10"
"1808","TRIM71"
"1809","GLB1"
"1810","CCR4"
"1811","TMPPE"
"1812","CRTAP"
"1813","SUSD5"
"1814","FBXL2"
"1815","UBP1"
"1816","CLASP2"
"1817","PDCD6IP"
"1818","LOC101928135"
"1819","ARPP21"
"1820","MIR128-2"
"1821","STAC"
"1822","TOPAZ1"
"1823","LINC01988"
"1824","ZNF197-AS1"
"1825","TCAIM"
"1826","LINC00694"
"1827","ZNF445"
"1828","ZNF852"
"1829","ZKSCAN7"
"1830","ZNF197"
"1831","ZNF35"
"1832","ZNF660"
"1833","ZNF502"
"1834","KIAA1143"
"1835","ZNF501"
"1836","KIF15"
"1837","TMEM42"
"1838","MIR564"
"1839","TGM4"
"1840","TMEM158"
"1841","ZDHHC3"
"1842","CLEC3B"
"1843","EXOSC7"
"1844","CDCP1"
"1845","LARS2"
"1846","LARS2-AS1"
"1847","SLC6A20"
"1848","LIMD1-AS1"
"1849","SACM1L"
"1850","LIMD1"
"1851","FYCO1"
"1852","CXCR6"
"1853","XCR1"
"1854","CCR9"
"1855","CCR1"
"1856","LZTFL1"
"1857","CCR3"
"1858","LTF"
"1859","CCR2"
"1860","LOC102724297"
"1861","CCR5"
"1862","CCRL2"
"1863","RTP3"
"1864","LRRC2"
"1865","LRRC2-AS1"
"1866","TDGF1"
"1867","LOC100132146"
"1868","NRADDP"
"1869","SETD2"
"1870","NBEAL2"
"1871","MAP4"
"1872","MIR6823"
"1873","SNORA94"
"1874","IP6K2"
"1875","MIR711"
"1876","TMA7"
"1877","UQCRC1"
"1878","PLXNB1"
"1879","COL7A1"
"1880","PFKFB4"
"1881","NCKIPSD"
"1882","MIR6824"
"1883","MIR4793"
"1884","CELSR3-AS1"
"1885","SLC26A6"
"1886","TMEM89"
"1887","ATRIP"
"1888","FBXW12"
"1889","TREX1"
"1890","UCN2"
"1891","CELSR3"
"1892","CCDC51"
"1893","SHISA5"
"1894","SLC25A20"
"1895","PRKAR2A"
"1896","ARIH2OS"
"1897","PRKAR2A-AS1"
"1898","ARIH2"
"1899","P4HTM"
"1900","DALRD3"
"1901","KLHDC8B"
"1902","CCDC71"
"1903","LAMB2"
"1904","NDUFAF3"
"1905","C3orf84"
"1906","WDR6"
"1907","QARS"
"1908","MIR191"
"1909","IMPDH2"
"1910","LAMB2P1"
"1911","QRICH1"
"1912","MIR6890"
"1913","USP19"
"1914","MIR425"
"1915","CCDC36"
"1916","USP4"
"1917","MIR4271"
"1918","C3orf62"
"1919","GPX1"
"1920","RHOA"
"1921","AMT"
"1922","TCTA"
"1923","NICN1"
"1924","UBA7"
"1925","GMPPB"
"1926","BSN"
"1927","MST1R"
"1928","CDHR4"
"1929","APEH"
"1930","FAM212A"
"1931","MIR5193"
"1932","MST1"
"1933","BSN-AS2"
"1934","DAG1"
"1935","CAMKV"
"1936","RNF123"
"1937","IP6K1"
"1938","TRAIP"
"1939","AMIGO3"
"1940","SEMA3F-AS1"
"1941","RBM5"
"1942","RBM5-AS1"
"1943","RBM6"
"1944","MON1A"
"1945","SEMA3F"
"1946","SLC38A3"
"1947","MIR566"
"1948","GNAT1"
"1949","ZMYND10"
"1950","IFRD2"
"1951","SEMA3B-AS1"
"1952","HYAL3"
"1953","CISH"
"1954","SEMA3B"
"1955","CYB561D2"
"1956","RASSF1-AS1"
"1957","MIR6872"
"1958","LSMEM2"
"1959","C3orf18"
"1960","NAT6"
"1961","HYAL1"
"1962","MAPKAPK3"
"1963","MIR5787"
"1964","HEMK1"
"1965","CACNA2D2"
"1966","RASSF1"
"1967","NPRL2"
"1968","HYAL2"
"1969","TUSC2"
"1970","TMEM115"
"1971","GNAI2"
"1972","MIR4787"
"1973","DOCK3"
"1974","DCAF1"
"1975","MANF"
"1976","RBM15B"
"1977","RAD54L2"
"1978","TEX264"
"1979","IQCF5"
"1980","IQCF2"
"1981","IQCF6"
"1982","GRM2"
"1983","IQCF4"
"1984","IQCF3"
"1985","IQCF5-AS1"
"1986","IQCF1"
"1987","PCBP4"
"1988","RRP9"
"1989","GPR62"
"1990","PARP3"
"1991","ACY1"
"1992","ABHD14A-ACY1"
"1993","ABHD14B"
"1994","RPL29"
"1995","LINC00696"
"1996","ABHD14A"
"1997","DUSP7"
"1998","POC1A"
"1999","STAB1"
"2000","TWF2"
"2001","TLR9"
"2002","SEMA3G"
"2003","BAP1"
"2004","PPM1M"
"2005","DNAH1"
"2006","GLYCTK-AS1"
"2007","ALAS1"
"2008","NISCH"
"2009","PHF7"
"2010","WDR82"
"2011","MIRLET7G"
"2012","MIR135A1"
"2013","LOC101929054"
"2014","TNNC1"
"2015","GLYCTK"
"2016","SMIM4"
"2017","NT5DC2"
"2018","PBRM1"
"2019","GLT8D1"
"2020","SNORD69"
"2021","GNL3"
"2022","NEK4"
"2023","SNORD136"
"2024","SNORD19B"
"2025","SNORD19"
"2026","SPCS1"
"2027","SFMBT1"
"2028","ITIH3"
"2029","ITIH1"
"2030","TMEM110-MUSTN1"
"2031","ITIH4-AS1"
"2032","ITIH4"
"2033","MIR8064"
"2034","TMEM110"
"2035","MUSTN1"
"2036","TKT"
"2037","PRKCD"
"2038","RFT1"
"2039","CACNA1D"
"2040","DCP1A"
"2041","CHDH"
"2042","ACTR8"
"2043","IL17RB"
"2044","SELENOK"
"2045","CACNA2D3"
"2046","ESRG"
"2047","CACNA2D3-AS1"
"2048","LRTM1"
"2049","WNT5A"
"2050","ERC2"
"2051","ERC2-IT1"
"2052","MIR3938"
"2053","ARHGEF3"
"2054","CCDC66"
"2055","FAM208A"
"2056","ARHGEF3-AS1"
"2057","IL17RD"
"2058","SPATA12"
"2059","HESX1"
"2060","APPL1"
"2061","LOC105377102"
"2062","DNAH12"
"2063","DENND6A"
"2064","ASB14"
"2065","PDE12"
"2066","ARF4-AS1"
"2067","ARF4"
"2068","SLMAP"
"2069","LOC101929159"
"2070","FLNB"
"2071","FLNB-AS1"
"2072","DNASE1L3"
"2073","ABHD6"
"2074","RPP14"
"2075","PXK"
"2076","PDHB"
"2077","ACOX2"
"2078","KCTD6"
"2079","FAM3D-AS1"
"2080","FAM107A"
"2081","FAM3D"
"2082","C3orf67"
"2083","C3orf67-AS1"
"2084","FHIT"
"2085","MIR548BB"
"2086","PTPRG"
"2087","C3orf14"
"2088","PTPRG-AS1"
"2089","FEZF2"
"2090","CADPS"
"2091","LINC00698"
"2092","SYNPR"
"2093","SYNPR-AS1"
"2094","SNTN"
"2095","ATXN7"
"2096","C3orf49"
"2097","THOC7"
"2098","THOC7-AS1"
"2099","PRICKLE2"
"2100","PSMD6-AS2"
"2101","PRICKLE2-AS1"
"2102","PRICKLE2-AS3"
"2103","LINC00994"
"2104","PRICKLE2-AS2"
"2105","PSMD6"
"2106","ADAMTS9-AS1"
"2107","ADAMTS9"
"2108","ADAMTS9-AS2"
"2109","MAGI1"
"2110","MAGI1-AS1"
"2111","SLC25A26"
"2112","LRIG1"
"2113","LOC105377143"
"2114","KBTBD8"
"2115","MIR4272"
"2116","SUCLG2"
"2117","SUCLG2-AS1"
"2118","FAM19A1"
"2119","LOC105377146"
"2120","FAM19A4"
"2121","EOGT"
"2122","TMF1"
"2123","MIR3136"
"2124","UBA3"
"2125","ARL6IP5"
"2126","LMOD3"
"2127","FRMD4B"
"2128","MITF"
"2129","SAMMSON"
"2130","FOXP1"
"2131","FOXP1-AS1"
"2132","MIR1284"
"2133","EIF4E3"
"2134","PROK2"
"2135","GPR27"
"2136","LINC00877"
"2137","LINC00870"
"2138","RYBP"
"2139","LOC105377162"
"2140","SHQ1"
"2141","EBLN2"
"2142","PPP4R2"
"2143","GXYLT2"
"2144","PDZRN3"
"2145","LOC101927296"
"2146","PDZRN3-AS1"
"2147","CNTN3"
"2148","MIR4444-1"
"2149","MIR4444-2"
"2150","FAM86DP"
"2151","ZNF717"
"2152","MIR1324"
"2153","LINC00960"
"2154","FRG2EP"
"2155","FRG2C"
"2156","MIR4273"
"2157","ROBO2"
"2158","ROBO1"
"2159","LOC101927374"
"2160","MIR3923"
"2161","LINC02027"
"2162","GBE1"
"2163","LINC00971"
"2164","CADM2"
"2165","SNORA95"
"2166","MIR5688"
"2167","CADM2-AS2"
"2168","LINC00506"
"2169","POU1F1"
"2170","MIR4795"
"2171","CHMP2B"
"2172","HTR1F"
"2173","ZNF654"
"2174","CGGBP1"
"2175","C3orf38"
"2176","EPHA3"
"2177","PROS1"
"2178","DHFR2"
"2179","STX19"
"2180","NSUN3"
"2181","ARL13B"
"2182","LINC00879"
"2183","MTHFD2P1"
"2184","EPHA6"
"2185","ARL6"
"2186","CRYBG3"
"2187","MINA"
"2188","GABRR3"
"2189","OR5H15"
"2190","OR5H1"
"2191","OR5H14"
"2192","OR5AC2"
"2193","OR5H6"
"2194","OR5H2"
"2195","OR5K1"
"2196","OR5K4"
"2197","OR5K2"
"2198","OR5K3"
"2199","GPR15"
"2200","CLDND1"
"2201","CPOX"
"2202","ST3GAL6"
"2203","ST3GAL6-AS1"
"2204","DCBLD2"
"2205","MIR548G"
"2206","HP09053"
"2207","CMSS1"
"2208","COL8A1"
"2209","FILIP1L"
"2210","MIR3921"
"2211","TMEM30CP"
"2212","TBC1D23"
"2213","NIT2"
"2214","TMEM45A"
"2215","TOMM70"
"2216","LNP1"
"2217","ADGRG7"
"2218","TFG"
"2219","ABI3BP"
"2220","IMPG2"
"2221","SENP7"
"2222","FAM172BP"
"2223","RPL24"
"2224","TRMT10C"
"2225","ZBTB11"
"2226","ZBTB11-AS1"
"2227","CEP97"
"2228","PDCL3P4"
"2229","PCNP"
"2230","NFKBIZ"
"2231","NXPE3"
"2232","LINC02085"
"2233","LOC101929411"
"2234","ZPLD1"
"2235","MIR548AB"
"2236","MIR548A3"
"2237","ALCAM"
"2238","CBLB"
"2239","LINC00882"
"2240","DUBR"
"2241","LOC101929579"
"2242","CCDC54"
"2243","LINC01990"
"2244","BBX"
"2245","GUCA1C"
"2246","MORC1"
"2247","MORC1-AS1"
"2248","FLJ22763"
"2249","LINC00488"
"2250","DPPA2"
"2251","DPPA4"
"2252","LINC01205"
"2253","MIR4445"
"2254","PVRL3-AS1"
"2255","NECTIN3"
"2256","ZBTB20"
"2257","MIR4796"
"2258","LOC105374060"
"2259","IGSF11"
"2260","IGSF11-AS1"
"2261","UPK1B"
"2262","C3orf30"
"2263","B4GALT4-AS1"
"2264","ARHGAP31-AS1"
"2265","B4GALT4"
"2266","ARHGAP31"
"2267","TIMMDC1"
"2268","POGLUT1"
"2269","TMEM39A"
"2270","CD80"
"2271","COX17"
"2272","PLA1A"
"2273","POPDC2"
"2274","ADPRH"
"2275","MAATS1"
"2276","GSK3B"
"2277","NR1I2"
"2278","GPR156"
"2279","FSTL1"
"2280","MIR198"
"2281","LRRC58"
"2282","HGD"
"2283","NDUFB4"
"2284","GTF2E1"
"2285","RABL3"
"2286","LINC02049"
"2287","STXBP5L"
"2288","MIR5682"
"2289","POLQ"
"2290","ARGFX"
"2291","FBXO40"
"2292","HCLS1"
"2293","GOLGB1"
"2294","IQCB1"
"2295","SLC15A2"
"2296","EAF2"
"2297","ILDR1"
"2298","CD86"
"2299","CASR"
"2300","CSTA"
"2301","CCDC58"
"2302","FAM162A"
"2303","WDR5B"
"2304","KPNA1"
"2305","PARP9"
"2306","LOC102723582"
"2307","DTX3L"
"2308","PARP15"
"2309","PARP14"
"2310","HSPBAP1"
"2311","SEMA5B"
"2312","LINC02035"
"2313","DIRC2"
"2314","MIR5002"
"2315","MIR6083"
"2316","KALRN"
"2317","LINC02016"
"2318","PODXL2"
"2319","ABTB1"
"2320","MCM2"
"2321","MGLL"
"2322","TPRA1"
"2323","MIR7976"
"2324","MIR6825"
"2325","LINC01471"
"2326","KBTBD12"
"2327","RUVBL1-AS1"
"2328","RUVBL1"
"2329","SEC61A1"
"2330","EEFSEC"
"2331","GATA2-AS1"
"2332","GATA2"
"2333","DNAJB8-AS1"
"2334","DNAJB8"
"2335","LOC90246"
"2336","LOC653712"
"2337","ACAD9"
"2338","RPN1"
"2339","RAB7A"
"2340","LINC01565"
"2341","HMCES"
"2342","EFCAB12"
"2343","SNORA7B"
"2344","H1FX"
"2345","RPL32P3"
"2346","H1FX-AS1"
"2347","H1FOO"
"2348","RHO"
"2349","PLXND1"
"2350","MBD4"
"2351","IFT122"
"2352","TMCC1"
"2353","TMCC1-AS1"
"2354","NEK11"
"2355","MRPL3"
"2356","NUDT16P1"
"2357","NUDT16"
"2358","SNORA58"
"2359","LOC339874"
"2360","CPNE4"
"2361","MIR5704"
"2362","ZNF721"
"2363","ABCA11P"
"2364","PIGG"
"2365","ATP5I"
"2366","SLC26A1"
"2367","IDUA"
"2368","GAK"
"2369","PCGF3"
"2370","RNF212"
"2371","DGKQ"
"2372","LOC100129917"
"2373","MFSD7"
"2374","PDE6B"
"2375","CPLX1"
"2376","TMEM175"
"2377","FGFRL1"
"2378","MYL5"
"2379","LOC105374344"
"2380","TMED11P"
"2381","SPON2"
"2382","LOC100130872"
"2383","TMEM129"
"2384","NSD2"
"2385","FGFR3"
"2386","SLBP"
"2387","SCARNA22"
"2388","UVSSA"
"2389","CFAP99"
"2390","MXD4"
"2391","LETM1"
"2392","CTBP1-AS2"
"2393","CTBP1-AS"
"2394","NAT8L"
"2395","MAEA"
"2396","FAM53A"
"2397","NKX1-1"
"2398","ZFYVE28"
"2399","CTBP1"
"2400","POLN"
"2401","CRIPAK"
"2402","HAUS3"
"2403","C4orf48"
"2404","RNF4"
"2405","TACC3"
"2406","NELFA"
"2407","MIR4800"
"2408","MIR943"
"2409","FAM193A"
"2410","TNIP2"
"2411","SH3BP2"
"2412","ADD1"
"2413","NOP14"
"2414","NOP14-AS1"
"2415","GRK4"
"2416","MFSD10"
"2417","HTT-AS"
"2418","HTT"
"2419","FAM86EP"
"2420","MSANTD1"
"2421","LOC100133461"
"2422","ADRA2C"
"2423","LRPAP1"
"2424","DOK7"
"2425","LINC00955"
"2426","HGFAC"
"2427","RGS12"
"2428","OTOP1"
"2429","LYAR"
"2430","TMEM128"
"2431","ZBTB49"
"2432","STX18"
"2433","NSG1"
"2434","STX18-AS1"
"2435","STX18-IT1"
"2436","LINC01396"
"2437","LOC101928279"
"2438","MSX1"
"2439","LOC101928306"
"2440","CYTL1"
"2441","STK32B"
"2442","LINC01587"
"2443","EVC"
"2444","EVC2"
"2445","CRMP1"
"2446","MIR378D1"
"2447","JAKMIP1"
"2448","PPP2R2C"
"2449","LOC285484"
"2450","WFS1"
"2451","KIAA0232"
"2452","MRFAP1"
"2453","LOC93622"
"2454","LOC105374366"
"2455","MAN2B2"
"2456","BLOC1S4"
"2457","MRFAP1L1"
"2458","S100P"
"2459","TBC1D14"
"2460","LOC389199"
"2461","PSAPL1"
"2462","TADA2B"
"2463","ACOX3"
"2464","TRMT44"
"2465","GRPEL1"
"2466","CCDC96"
"2467","SH3TC1"
"2468","AFAP1"
"2469","GPR78"
"2470","MIR95"
"2471","AFAP1-AS1"
"2472","ABLIM2"
"2473","MIR4274"
"2474","CPZ"
"2475","SORCS2"
"2476","HTRA3"
"2477","FLJ36777"
"2478","LOC100129931"
"2479","MIR4798"
"2480","HMX1"
"2481","LOC650293"
"2482","USP17L13"
"2483","USP17L28"
"2484","USP17L24"
"2485","USP17L6P"
"2486","USP17L19"
"2487","USP17L20"
"2488","USP17L27"
"2489","USP17L22"
"2490","USP17L30"
"2491","USP17L12"
"2492","USP17L17"
"2493","USP17L26"
"2494","USP17L18"
"2495","DEFB131"
"2496","USP17L25"
"2497","USP17L15"
"2498","USP17L21"
"2499","USP17L10"
"2500","USP17L9P"
"2501","USP17L5"
"2502","USP17L29"
"2503","USP17L11"
"2504","MIR548I2"
"2505","SLC2A9"
"2506","DRD5"
"2507","MIR3138"
"2508","WDR1"
"2509","ZNF518B"
"2510","CLNK"
"2511","HS3ST1"
"2512","MIR572"
"2513","LOC101929019"
"2514","RAB28"
"2515","LINC01096"
"2516","MIR5091"
"2517","NKX3-2"
"2518","BOD1L1"
"2519","LINC01097"
"2520","LINC01182"
"2521","LINC01085"
"2522","LINC00504"
"2523","CPEB2-AS1"
"2524","CPEB2"
"2525","LOC101929095"
"2526","C1QTNF7"
"2527","CC2D2A"
"2528","BST1"
"2529","FAM200B"
"2530","FBXL5"
"2531","CD38"
"2532","FGFBP1"
"2533","PROM1"
"2534","FGFBP2"
"2535","TAPT1"
"2536","TAPT1-AS1"
"2537","LDB2"
"2538","LOC101929123"
"2539","CLRN2"
"2540","QDPR"
"2541","FAM184B"
"2542","MED28"
"2543","LAP3"
"2544","DCAF16"
"2545","NCAPG"
"2546","LCORL"
"2547","SLIT2-IT1"
"2548","SLIT2"
"2549","MIR218-1"
"2550","KCNIP4"
"2551","PACRGL"
"2552","MIR7978"
"2553","LOC105374516"
"2554","KCNIP4-IT1"
"2555","LOC100505912"
"2556","ADGRA3"
"2557","GBA3"
"2558","PPARGC1A"
"2559","MIR573"
"2560","DHX15"
"2561","SOD3"
"2562","CCDC149"
"2563","LGI2"
"2564","SEPSECS"
"2565","SEPSECS-AS1"
"2566","ANAPC4"
