"","x"
"5881","TMEM132D"
"5882","LOC283352"
"5883","LOC101927735"
"5884","PIWIL1"
"5885","FZD10-AS1"
"5886","FZD10"
"5887","RIMBP2"
"5888","LOC100190940"
"5889","RAN"
"5890","STX2"
"5891","LACAT8"
"5892","ADGRD1"
"5893","LOC107161159"
"5894","SFSWAP"
"5895","LINC01257"
"5896","LOC338797"
"5897","MMP17"
"5898","EP400NL"
"5899","EP400"
"5900","DDX51"
"5901","SNORA49"
"5902","GALNT9"
"5903","ULK1"
"5904","NOC4L"
"5905","PUS1"
"5906","LRCOL1"
"5907","FBRSL1"
"5908","MIR6763"
"5909","LOC101928416"
"5910","P2RX2"
"5911","LOC100130238"
"5912","POLE"
"5913","GOLGA3"
"5914","PXMP2"
"5915","PGAM5"
"5916","CHFR"
"5917","ANKLE2"
"5918","ZNF891"
"5919","ZNF140"
"5920","LOC101928530"
"5921","ZNF26"
"5922","ZNF605"
"5923","ZNF84"
"5924","ZNF10"
"5925","LOC101928597"
"5926","ANHX"
"5927","ZNF268"
"5928","TUBA3C"
"5929","LOC101928697"
"5930","LINC00421"
"5931","ANKRD26P3"
"5932","TPTE2"
"5933","LINC00350"
"5934","PSPC1"
"5935","MPHOSPH8"
"5936","ZMYM5"
"5937","ZMYM2"
"5938","GJA3"
"5939","LINC01072"
"5940","GJB2"
"5941","GJB6"
"5942","CRYL1"
"5943","MIR4499"
"5944","IFT88"
"5945","EEF1AKMT1"
"5946","IL17D"
"5947","XPO4"
"5948","LATS2"
"5949","LINC00367"
"5950","SAP18"
"5951","MRPL57"
"5952","SKA3"
"5953","GRK6P1"
"5954","LINC00539"
"5955","ZDHHC20"
"5956","LINC01046"
"5957","MIPEPP3"
"5958","MICU2"
"5959","FGF9"
"5960","LINC00424"
"5961","LINC00540"
"5962","LINC00463"
"5963","MTMR6"
"5964","LINC01053"
"5965","NUP58"
"5966","ATP8A2"
"5967","SHISA2"
"5968","RNF6"
"5969","CDK8"
"5970","GPR12"
"5971","WASF3"
"5972","USP12"
"5973","USP12-AS1"
"5974","LINC00412"
"5975","RPL21P28"
"5976","SNORD102"
"5977","RPL21"
"5978","USP12-AS2"
"5979","SNORA27"
"5980","RASL11A"
"5981","GTF3A"
"5982","MTIF3"
"5983","GSX1"
"5984","POLR1D"
"5985","CDX2"
"5986","LNX2"
"5987","LINC00543"
"5988","PDX1-AS1"
"5989","URAD"
"5990","ATP5EP2"
"5991","PDX1"
"5992","PAN3"
"5993","PAN3-AS1"
"5994","FLT3"
"5995","FLT1"
"5996","POMP"
"5997","SLC46A3"
"5998","MTUS2"
"5999","SLC7A1"
"6000","MTUS2-AS1"
"6001","LOC102723345"
"6002","UBL3"
"6003","LINC00297"
"6004","LINC00572"
"6005","LINC00544"
"6006","LINC00384"
"6007","KATNAL1"
"6008","LINC00365"
"6009","LINC00426"
"6010","HMGB1"
"6011","LINC01058"
"6012","LINC00398"
"6013","ALOX5AP"
"6014","USPL1"
"6015","MEDAG"
"6016","TEX26"
"6017","LINC00545"
"6018","TEX26-AS1"
"6019","B3GLCT"
"6020","HSPH1"
"6021","RXFP2"
"6022","EEF1DP3"
"6023","FRY-AS1"
"6024","FRY"
"6025","ZAR1L"
"6026","BRCA2"
"6027","N4BP2L1"
"6028","N4BP2L2"
"6029","N4BP2L2-IT2"
"6030","MINOS1P1"
"6031","PDS5B"
"6032","LINC00423"
"6033","KL"
"6034","STARD13"
"6035","STARD13-AS"
"6036","RFC3"
"6037","LINC00457"
"6038","NBEA"
"6039","MAB21L1"
"6040","LINC00445"
"6041","DCLK1"
"6042","SOHLH2"
"6043","CCDC169"
"6044","CCDC169-SOHLH2"
"6045","CCNA1"
"6046","SPG20"
"6047","SPG20-AS1"
"6048","SERTM1"
"6049","ALG5"
"6050","EXOSC8"
"6051","SMAD9"
"6052","SUPT20H"
"6053","RFXAP"
"6054","LHFP"
"6055","MIR4305"
"6056","COG6"
"6057","LINC00332"
"6058","LINC00548"
"6059","LINC00598"
"6060","FOXO1"
"6061","TPTE2P5"
"6062","SLC25A15"
"6063","MIR320D1"
"6064","MRPS31"
"6065","MIR621"
"6066","ELF1"
"6067","SUGT1P3"
"6068","MIR3168"
"6069","WBP4"
"6070","LOC101929140"
"6071","KBTBD6"
"6072","FSCB"
"6073","LOC105370473"
"6074","OTX2-AS1"
"6075","SLC35F4"
"6076","C14orf37"
"6077","PSMA3"
"6078","ACTR10"
"6079","TOMM20L"
"6080","PSMA3-AS1"
"6081","ARID4A"
"6082","TIMM9"
"6083","KIAA0586"
"6084","DACT1"
"6085","LINC01500"
"6086","DAAM1"
"6087","L3HYPDH"
"6088","GPR135"
"6089","JKAMP"
"6090","CCDC175"
"6091","RTN1"
"6092","MIR5586"
"6093","LRRC9"
"6094","DHRS7"
"6095","PCNX4"
"6096","C14orf39"
"6097","SIX6"
"6098","PPM1A"
"6099","SALRNA1"
"6100","SIX1"
"6101","SIX4"
"6102","MNAT1"
"6103","TRMT5"
"6104","SLC38A6"
"6105","PRKCH"
"6106","TMEM30B"
"6107","FLJ22447"
"6108","LOC101927780"
"6109","HIF1A-AS2"
"6110","SNAPC1"
"6111","HIF1A"
"6112","LOC105370526"
"6113","HIF1A-AS1"
"6114","SYT16"
"6115","LINC00644"
"6116","LINC00643"
"6117","BMS1P18"
"6118","OR4K5"
"6119","TMEM55B"
"6120","OR4K13"
"6121","OR4K15"
"6122","PARP2"
"6123","DUXAP10"
"6124","RPPH1"
"6125","OR11H4"
"6126","OR4Q3"
"6127","OR4L1"
"6128","APEX1"
"6129","TEP1"
"6130","TTC5"
"6131","OR4K14"
"6132","OR11G2"
"6133","BMS1P22"
"6134","OSGEP"
"6135","PNP"
"6136","CCNB1IP1"
"6137","OR11H6"
"6138","OR4K2"
"6139","OR4M1"
"6140","OR11H2"
"6141","KLHL33"
"6142","OR4K1"
"6143","OR4N2"
"6144","OR4N5"
"6145","LINC01296"
"6146","LOC100508046"
"6147","POTEM"
"6148","OR4K17"
"6149","SNORD126"
"6150","BMS1P17"
"6151","RNASE9"
"6152","RNASE12"
"6153","RNASE10"
"6154","OR6S1"
"6155","RNASE11"
"6156","LOC254028"
"6157","EDDM3A"
"6158","ANG"
"6159","RNASE4"
"6160","EDDM3B"
"6161","RNASE1"
"6162","RNASE6"
"6163","RNASE3"
"6164","ECRP"
"6165","RNASE2"
"6166","ZNF219"
"6167","RNASE7"
"6168","RNASE13"
"6169","MIR6717"
"6170","ARHGEF40"
"6171","RNASE8"
"6172","SLC39A2"
"6173","METTL17"
"6174","LOC101929718"
"6175","TPPP2"
"6176","NDRG2"
"6177","TMEM253"
"6178","OR5AU1"
"6179","HNRNPC"
"6180","LINC00641"
"6181","RAB2B"
"6182","SNORD8"
"6183","SNORD9"
"6184","SUPT16H"
"6185","CHD8"
"6186","RPGRIP1"
"6187","OR4E2"
"6188","OR10G2"
"6189","METTL3"
"6190","TOX4"
"6191","SALL2"
"6192","OR10G3"
"6193","OR4E1"
"6194","DAD1"
"6195","ABHD4"
"6196","SLC7A7"
"6197","OXA1L"
"6198","MMP14"
"6199","REM2"
"6200","MRPL52"
"6201","LOC101926933"
"6202","PRMT5"
"6203","HAUS4"
"6204","RBM23"
"6205","LRP10"
"6206","PRMT5-AS1"
"6207","PSMB5"
"6208","AJUBA"
"6209","MIR4707"
"6210","PSMB11"
"6211","C14orf93"
"6212","ACIN1"
"6213","CDH24"
"6214","C14orf119"
"6215","CEBPE"
"6216","SLC7A8"
"6217","RNF212B"
"6218","BCL2L2"
"6219","PPP1R3E"
"6220","EFS"
"6221","PABPN1"
"6222","HOMEZ"
"6223","BCL2L2-PABPN1"
"6224","SLC22A17"
"6225","CMTM5"
"6226","MIR208A"
"6227","IL25"
"6228","MYH6"
"6229","THTPA"
"6230","MYH7"
"6231","ZFHX2"
"6232","AP1G2"
"6233","NGDN"
"6234","MIR208B"
"6235","MHRT"
"6236","JPH4"
"6237","LOC102724814"
"6238","DHRS2"
"6239","DHRS4"
"6240","DHRS4L2"
"6241","DHRS4-AS1"
"6242","GMPR2"
"6243","PCK2"
"6244","PSME2"
"6245","CARMIL3"
"6246","TSSK4"
"6247","PSME1"
"6248","TGM1"
"6249","MIR7703"
"6250","TINF2"
"6251","DHRS4L1"
"6252","NRL"
"6253","DCAF11"
"6254","FITM1"
"6255","NEDD8-MDP1"
"6256","REC8"
"6257","IRF9"
"6258","NEDD8"
"6259","CHMP4A"
"6260","CPNE6"
"6261","EMC9"
"6262","IPO4"
"6263","RNF31"
"6264","MDP1"
"6265","TM9SF1"
"6266","RABGGTA"
"6267","DHRS1"
"6268","CIDEB"
"6269","LTB4R2"
"6270","NOP9"
"6271","ADCY4"
"6272","LTB4R"
"6273","RIPK3"
"6274","SDR39U1"
"6275","NYNRIN"
"6276","NFATC4"
"6277","CBLN3"
"6278","KHNYN"
"6279","LOC101927045"
"6280","GZMH"
"6281","CMA1"
"6282","CTSG"
"6283","GZMB"
"6284","STXBP6"
"6285","NOVA1"
"6286","LOC101927062"
"6287","MIR4307HG"
"6288","MIR4307"
"6289","LOC102724890"
"6290","LINC00645"
"6291","MIR3171"
"6292","FOXG1-AS1"
"6293","LINC01551"
"6294","FOXG1"
"6295","LOC105370424"
"6296","PRKD1"
"6297","AKAP6"
"6298","NPAS3"
"6299","SNORA89"
"6300","EGLN3"
"6301","SPTSSA"
"6302","EAPP"
"6303","SNX6"
"6304","CFL2"
"6305","IGBP1P1"
"6306","BAZ1A"
"6307","SRP54"
"6308","PPP2R3C"
"6309","LOC101927178"
"6310","FAM177A1"
"6311","KIAA0391"
"6312","PSMA6"
"6313","NFKBIA"
"6314","INSM2"
"6315","RALGAPA1P1"
"6316","RALGAPA1"
"6317","SNORA101B"
"6318","BRMS1L"
"6319","LINC00609"
"6320","PTCSC3"
"6321","MBIP"
"6322","SFTA3"
"6323","NKX2-1"
"6324","NKX2-8"
"6325","NKX2-1-AS1"
"6326","SLC25A21"
"6327","PAX9"
"6328","MIR4503"
"6329","MIPOL1"
"6330","SLC25A21-AS1"
"6331","TTC6"
"6332","FOXA1"
"6333","SSTR1"
"6334","CLEC14A"
"6335","LINC00639"
"6336","LOC105370457"
"6337","STRC"
"6338","PPIP5K1"
"6339","CKMT1A"
"6340","CATSPER2"
"6341","CKMT1B"
"6342","SERINC4"
"6343","SERF2-C15ORF63"
"6344","MFAP1"
"6345","CATSPER2P1"
"6346","SERF2"
"6347","HYPK"
"6348","ELL3"
"6349","PDIA3"
"6350","WDR76"
"6351","MIR1282"
"6352","PIN4P1"
"6353","FRMD5"
"6354","CASC4"
"6355","CTDSPL2"
"6356","EIF3J"
"6357","EIF3J-AS1"
"6358","SPG11"
"6359","PATL2"
"6360","TRIM69"
"6361","LOC100419583"
"6362","B2M"
"6363","SORD"
"6364","TERB2"
"6365","DUOXA1"
"6366","DUOXA2"
"6367","SHF"
"6368","DUOX2"
"6369","DUOX1"
"6370","SLC28A2"
"6371","LOC101928414"
"6372","C15orf48"
"6373","SPATA5L1"
"6374","HMGN2P46"
"6375","MIR147B"
"6376","SLC30A4"
"6377","GATM"
"6378","BLOC1S6"
"6379","SQRDL"
"6380","LOC105370802"
"6381","SEMA6D"
"6382","GOLGA6L6"
"6383","CHEK2P2"
"6384","HERC2P3"
"6385","GOLGA8CP"
"6386","ATP10A"
"6387","MIR4715"
"6388","GABRB3"
"6389","HERC2"
"6390","OCA2"
"6391","APBA2"
"6392","MIR211"
"6393","FAN1"
"6394","MTMR10"
"6395","TRPM1"
"6396","KLF13"
"6397","LOC102725022"
"6398","OTUD7A"
"6399","LOC283710"
"6400","CSNK1A1P1"
"6401","MEIS2"
"6402","MIR8063"
"6403","LOC145845"
"6404","C15orf41"
"6405","GPR176"
"6406","SRP14"
"6407","EIF2AK4"
"6408","SRP14-AS1"
"6409","BUB1B"
"6410","BMF"
"6411","C15orf56"
"6412","PLCB2"
"6413","DISP2"
"6414","PAK6"
"6415","INAFM2"
"6416","PHGR1"
"6417","ANKRD63"
"6418","BUB1B-PAK6"
"6419","C15orf52"
"6420","BAHD1"
"6421","IVD"
"6422","CHST14"
"6423","KNSTRN"
"6424","STARD9"
"6425","TP53BP1"
"6426","CEP152"
"6427","SHC4"
"6428","EID1"
"6429","SECISBP2L"
"6430","FGF7"
"6431","NDUFAF4P1"
"6432","COPS2"
"6433","MIR4716"
"6434","GALK2"
"6435","FAM227B"
"6436","DTWD1"
"6437","ATP8B4"
"6438","HDC"
"6439","SLC27A2"
"6440","GABPB1"
"6441","GABPB1-AS1"
"6442","FLJ10038"
"6443","MIR4712"
"6444","USP8"
"6445","SPPL2A"
"6446","USP50"
"6447","TRPM7"
"6448","MIR5701-1"
"6449","LOC102724760"
"6450","MIR3118-3"
"6451","LINC01193"
"6452","OR4N3P"
"6453","MIR3118-2"
"6454","NBEAP1"
"6455","POTEB3"
"6456","NF1P2"
"6457","IGHV1OR15-3"
"6458","LOC727924"
"6459","POTEB2"
"6460","LOC646214"
"6461","POTEB"
"6462","LOC101927079"
"6463","IGHV1OR15-1"
"6464","OR4M2"
"6465","MIR5701-3"
"6466","CXADRP2"
"6467","MIR3118-4"
"6468","LOC642131"
"6469","MIR5701-2"
"6470","OR4N4"
"6471","GOLGA6L22"
"6472","NIPA2"
"6473","GOLGA8DP"
"6474","MIR4509-3"
"6475","MIR4509-1"
"6476","MIR4509-2"
"6477","MIR1268A"
"6478","TUBGCP5"
"6479","CYFIP1"
"6480","GOLGA6L1"
"6481","REREP3"
"6482","NIPA1"
"6483","LOC283683"
"6484","SNORD115-5"
"6485","SNORD115-3"
"6486","SNORD115-2"
"6487","SNORD115-12"
"6488","SNORD115-4"
"6489","PWAR1"
"6490","SNORD115-1"
"6491","SNORD115-9"
"6492","SNORD115-10"
"6493","SNORD115-30"
"6494","SNORD115-21"
"6495","SNORD115-41"
"6496","SNORD115-16"
"6497","SNORD115-11"
"6498","SNORD109A"
"6499","SNORD115-26"
"6500","SNORD115-24"
"6501","PWAR4"
"6502","SNORD115-23"
"6503","SNORD115-18"
"6504","SNORD115-45"
"6505","SNORD115-33"
"6506","SNORD115-8"
"6507","SNORD115-27"
"6508","SNORD115-47"
"6509","SNORD115-42"
"6510","SNORD115-19"
"6511","SNORD115-32"
"6512","SNORD115-36"
"6513","SNORD115-37"
"6514","SNORD115-28"
"6515","SNORD115-38"
"6516","SNORD115-48"
"6517","SNORD115-46"
"6518","SNORD115-35"
"6519","SNORD115-22"
"6520","SNORD115-13"
"6521","SNORD115-44"
"6522","SNORD115-29"
"6523","SNORD115-34"
"6524","SNORD115-40"
"6525","SNORD115-39"
"6526","SNORD115-20"
"6527","SNORD115-17"
"6528","SNORD115-31"
"6529","SNORD109B"
"6530","SNORD115-15"
"6531","SNORD115-25"
"6532","SNORD115-14"
"6533","SNORD115-43"
"6534","SNORD115-6"
"6535","SNORD115-7"
"6536","FMN1"
"6537","DPH6"
"6538","CBLN1"
"6539","C16orf78"
"6540","PAPD5"
"6541","MIR6771"
"6542","BRD7"
"6543","ADCY7"
"6544","NKD1"
"6545","LOC100996345"
"6546","DRC7"
"6547","KATNB1"
"6548","KIFC3"
"6549","ADGRG1"
"6550","ADGRG3"
"6551","MIR6772"
"6552","CMTR2"
"6553","ZNF23"
"6554","CALB2"
"6555","TAT-AS1"
"6556","TAT"
"6557","LOC105371335"
"6558","CHST4"
"6559","ZNF19"
"6560","MARVELD3"
"6561","SNORA70D"
"6562","PHLPP2"
"6563","ATXN1L"
"6564","ZNF821"
"6565","AP1G1"
"6566","DHODH"
"6567","PKD1L3"
"6568","IST1"
"6569","HPR"
"6570","HP"
"6571","DHX38"
"6572","PMFBP1"
"6573","TXNL4B"
"6574","LINC01572"
"6575","ZFHX3"
"6576","HCCAT5"
"6577","C16orf47"
"6578","LINC01568"
"6579","LOC101928035"
"6580","PSMD7"
"6581","NPIPB15"
"6582","GLG1"
"6583","LOC283922"
"6584","CLEC18B"
"6585","LOC105376772"
"6586","FA2H"
"6587","MLKL"
"6588","RFWD3"
"6589","ZFP1"
"6590","BCAR1"
"6591","CTRB2"
"6592","LDHD"
"6593","ZNRF1"
"6594","LOC100506281"
"6595","WDR59"
"6596","CTRB1"
"6597","CHST5"
"6598","TMEM231"
"6599","CHST6"
"6600","CFDP1"
"6601","TMEM170A"
"6602","KARS"
"6603","ADAT1"
"6604","TERF2IP"
"6605","GABARAPL2"
"6606","CNTNAP4"
"6607","LOC101928203"
"6608","MIR4719"
"6609","MON1B"
"6610","SYCE1L"
"6611","ADAMTS18"
"6612","NUDT7"
"6613","VAT1L"
"6614","CLEC3A"
"6615","WWOX"
"6616","MAF"
"6617","MAFTRR"
"6618","LINC01229"
"6619","LOC102724084"
"6620","LINC01227"
"6621","DYNLRB2"
"6622","PRCAT47"
"6623","CDYL2"
"6624","CMC2"
"6625","CENPN"
"6626","GCSH"
"6627","PKD1L2"
"6628","C16orf46"
"6629","ATMIN"
"6630","BCO1"
"6631","GAN"
"6632","MIR7854"
"6633","LOC100129617"
"6634","CMIP"
"6635","MIR4720"
"6636","MIR6504"
"6637","PLCG2"
"6638","HSD17B2"
"6639","SDR42E1"
"6640","MPHOSPH6"
"6641","CDH13"
"6642","MIR8058"
"6643","LOC101928446"
"6644","LOC101928417"
"6645","MIR3182"
"6646","LOC102724163"
"6647","HSBP1"
"6648","MLYCD"
"6649","OSGIN1"
"6650","SLC38A8"
"6651","NECAB2"
"6652","HSDL1"
"6653","DNAAF1"
"6654","TAF1C"
"6655","ATP2C2"
"6656","ADAD2"
"6657","KCNG4"
"6658","MBTPS1"
"6659","WFDC1"
"6660","TLDC1"
"6661","KLHL36"
"6662","COTL1"
"6663","USP10"
"6664","CRISPLD2"
"6665","FAM92B"
"6666","KIAA0513"
"6667","ZDHHC7"
"6668","LINC00311"
"6669","MIR5093"
"6670","LOC400548"
"6671","FOXF1"
"6672","LINC00917"
"6673","C16orf74"
"6674","FOXC2"
"6675","GINS2"
"6676","EMC8"
"6677","LOC101928557"
"6678","IRF8"
"6679","FENDRR"
"6680","MIR1910"
"6681","GSE1"
"6682","LOC146513"
"6683","MIR6774"
"6684","FOXC2-AS1"
"6685","LINC01082"
"6686","MTHFSD"
"6687","COX4I1"
"6688","FOXL1"
"6689","FLJ30679"
"6690","LINC01081"
"6691","LOC101928614"
"6692","LOC102724344"
"6693","LOC440390"
"6694","MAP1LC3B"
"6695","LOC101928880"
"6696","JPH3"
"6697","LOC101928708"
"6698","KLHDC4"
"6699","LOC400553"
"6700","LOC101928682"
"6701","LOC101928737"
"6702","LOC102724467"
"6703","ZCCHC14"
"6704","C16orf95"
"6705","CA5A"
"6706","BANP"
"6707","MIR6775"
"6708","FBXO31"
"6709","LOC101928659"
"6710","SLC7A5"
"6711","ZC3H18"
"6712","IL17C"
"6713","ZNF469"
"6714","MIR5189"
"6715","ZFPM1"
"6716","LOC339059"
"6717","PIEZO1"
"6718","TRAPPC2L"
"6719","GALNS"
"6720","APRT"
"6721","CDT1"
"6722","LOC100289580"
"6723","LOC101927793"
"6724","RNF166"
"6725","CYBA"
"6726","MIR4722"
"6727","PABPN1L"
"6728","CBFA2T3"
"6729","MVD"
"6730","CTU2"
"6731","SNAI3"
"6732","SNAI3-AS1"
"6733","LOC100129697"
"6734","ACSF3"
"6735","SPG7"
"6736","LOC105371414"
"6737","LOC400558"
"6738","LOC101927817"
"6739","LINC00304"
"6740","ZNF778"
"6741","SLC22A31"
"6742","LOC100287036"
"6743","ANKRD11"
"6744","CDH15"
"6745","CHMP1A"
"6746","FANCA"
"6747","TUBB3"
"6748","TCF25"
"6749","SPIRE2"
"6750","MC1R"
"6751","VPS9D1-AS1"
"6752","CDK10"
"6753","ZNF276"
"6754","SNORD68"
"6755","VPS9D1"
"6756","CPNE7"
"6757","RPL13"
"6758","SPATA33"
"6759","DPEP1"
"6760","SPATA2L"
"6761","METRN"
"6762","WFIKKN1"
"6763","FAM173A"
"6764","MSLN"
"6765","HAGHL"
"6766","RHOT2"
"6767","NARFL"
"6768","METTL26"
"6769","PRR25"
"6770","STUB1"
"6771","FBXL16"
"6772","WDR24"
"6773","MIR662"
"6774","RHBDL1"
"6775","RPUSD1"
"6776","LOC105371038"
"6777","LOC105371184"
"6778","CHTF18"
"6779","JMJD8"
"6780","GNG13"
"6781","MCRIP2"
"6782","CCDC78"
"6783","RAB40C"
"6784","WDR90"
"6785","SOX8"
"6786","LMF1-AS1"
"6787","LMF1"
"6788","SSTR5"
"6789","C1QTNF8"
"6790","SSTR5-AS1"
"6791","CACNA1H"
"6792","TPSG1"
"6793","TPSAB1"
"6794","TPSB2"
"6795","TPSD1"
"6796","TSR3"
"6797","CLCN7"
"6798","TMEM204"
"6799","GNPTG"
"6800","BAIAP3"
"6801","UBE2I"
"6802","TELO2"
"6803","UNKL"
"6804","IFT140"
"6805","C16orf91"
"6806","CCDC154"
"6807","PTX4"
"6808","MSRB1"
"6809","NME3"
"6810","RPL3L"
"6811","MRPS34"
"6812","SNHG9"
"6813","GFER"
"6814","MIR3177"
"6815","NTHL1"
"6816","MIR6511B2"
"6817","EME2"
"6818","MIR1225"
"6819","MIR6511B1"
"6820","NOXO1"
"6821","HAGH"
"6822","NPW"
"6823","RPS2"
"6824","SNORA78"
"6825","LOC105371046"
"6826","NDUFB10"
"6827","CRAMP1"
"6828","TBL3"
"6829","RNF151"
"6830","HN1L"
"6831","SNORA64"
"6832","MAPK8IP3"
"6833","IGFALS"
"6834","HS3ST6"
"6835","LOC105371049"
"6836","SLC9A3R2"
"6837","MEIOB"
"6838","LINC00254"
"6839","SYNGR3"
"6840","TSC2"
"6841","PKD1"
"6842","NUBP2"
"6843","SNORA10"
"6844","FAHD1"
"6845","SPSB3"
"6846","ZNF598"
"6847","MIR6126"
"6848","CLUAP1"
"6849","OR2C1"
"6850","OR1F2P"
"6851","MTRNR2L4"
"6852","ZNF263"
"6853","OR1F1"
"6854","ZNF174"
"6855","MEFV"
"6856","LINC00921"
"6857","TIGD7"
"6858","ZSCAN32"
"6859","NLRC3"
"6860","ZNF75A"
"6861","ZNF200"
"6862","NAA60"
"6863","ZNF597"
"6864","SLX4"
"6865","C16orf90"
"6866","LOC102724927"
"6867","DNASE1"
"6868","ADCY9"
"6869","CREBBP"
"6870","TRAP1"
"6871","RBFOX1"
"6872","TMEM114"
"6873","METTL22"
"6874","ABAT"
"6875","CARHSP1"
"6876","PMM2"
"6877","USP7"
"6878","TMEM186"
"6879","C16orf72"
"6880","LOC101927009"
"6881","LINC01177"
"6882","LINC01195"
"6883","GRIN2A"
"6884","ERCC4"
"6885","LOC101927348"
"6886","LOC101927311"
"6887","MIR193BHG"
"6888","LOC105447648"
"6889","MIR193B"
"6890","MIR365A"
"6891","MKL2"
"6892","PARN"
"6893","BFAR"
"6894","PLA2G10"
"6895","XYLT1"
"6896","LOC102723692"
"6897","PRKCB"
"6898","FUS"
"6899","TRIM72"
"6900","PYCARD-AS1"
"6901","PYCARD"
"6902","PYDC1"
"6903","ITGAM"
"6904","COX6A2"
"6905","SLC5A2"
"6906","ZNF843"
"6907","ITGAX"
"6908","C16orf58"
"6909","ARMC5"
"6910","AHSP"
"6911","ITGAD"
"6912","TGFB1I1"
"6913","YBX3P1"
"6914","FRG2KP"
"6915","ZNF720"
"6916","CLUHP3"
"6917","ZNF267"
"6918","TP53TG3E"
"6919","TP53TG3"
"6920","HERC2P4"
"6921","LINC00273"
"6922","LOC102723753"
"6923","TP53TG3B"
"6924","LOC390705"
"6925","ENPP7P13"
"6926","SLC6A10P"
"6927","TP53TG3C"
"6928","TP53TG3D"
"6929","TP53TG3F"
"6930","UBE2MP1"
"6931","LINC01566"
"6932","TP53TG3HP"
"6933","FRG2DP"
"6934","FLJ26245"
"6935","C16orf87"
"6936","GPT2"
"6937","MYLK3"
"6938","DNAJA2"
"6939","ITFG1"
"6940","NETO2"
"6941","ITFG1-AS1"
"6942","PHKB"
"6943","LOC100507534"
"6944","LOC101927132"
"6945","ABCC12"
"6946","ABCC11"
"6947","MIR5095"
"6948","LONP2"
"6949","LOC100507577"
"6950","SIAH1"
"6951","SPAG9"
"6952","NME1"
"6953","LINC02071"
"6954","LINC02072"
"6955","NME2"
"6956","NME1-NME2"
"6957","UTP18"
"6958","MBTD1"
"6959","CA10"
"6960","C17orf112"
"6961","KIF2B"
"6962","COX11"
"6963","STXBP4"
"6964","TOM1L1"
"6965","HLF"
"6966","MMD"
"6967","PCTP"
"6968","TMEM100"
"6969","ANKFN1"
"6970","NOG"
"6971","C17orf67"
"6972","SCPEP1"
"6973","DGKE"
"6974","MTVR2"
"6975","RNF126P1"
"6976","COIL"
"6977","AKAP1"
"6978","TRIM25"
"6979","MIR3614"
"6980","MSI2"
"6981","LOC101927557"
"6982","LOC101927539"
"6983","CCDC182"
"6984","MRPS23"
"6985","CUEDC1"
"6986","VEZF1"
"6987","SRSF1"
"6988","LOC101927666"
"6989","DYNLL2"
"6990","OR4D1"
"6991","MSX2P1"
"6992","MKS1"
"6993","OR4D2"
"6994","EPX"
"6995","TSPOAP1-AS1"
"6996","MIR4736"
"6997","MIR142"
"6998","TSPOAP1"
"6999","MPO"
"7000","RNF43"
"7001","LPO"
"7002","SUPT4H1"
"7003","HSF5"
"7004","SEPT4-AS1"
"7005","MTMR4"
"7006","SEPT4"
"7007","TEX14"
"7008","C17orf47"
"7009","RAD51C"
"7010","PPM1E"
"7011","MIR454"
"7012","TRIM37"
"7013","SKA2"
"7014","SMG8"
"7015","GDPD1"
"7016","PRR11"
"7017","MIR301A"
"7018","MIR4729"
"7019","YPEL2"
"7020","LINC01476"
"7021","DHX40"
"7022","CLTC"
"7023","MIR21"
"7024","PTRH2"
"7025","VMP1"
"7026","TBC1D3P1-DHX40P1"
"7027","MIR4737"
"7028","TUBD1"
"7029","LOC101927755"
"7030","RNFT1"
"7031","HEATR6"
"7032","LOC105371849"
"7033","RPS6KB1"
"7034","WFDC21P"
"7035","CA4"
"7036","LOC653653"
"7037","USP32"
"7038","SCARNA20"
"7039","C17orf64"
"7040","APPBP2"
"7041","LINC01999"
"7042","PPM1D"
"7043","BCAS3"
"7044","TBX2-AS1"
"7045","C17orf82"
"7046","TBX2"
"7047","LOC101927855"
"7048","TBX4"
"7049","NACA2"
"7050","BRIP1"
"7051","MED13"
"7052","INTS2"
"7053","TBC1D3P2"
"7054","TLK2"
"7055","METTL2A"
"7056","EFCAB3"
"7057","MRC2"
"7058","MARCH10"
"7059","LOC101927877"
"7060","TANC2"
"7061","MIR633"
"7062","CYB561"
"7063","ACE"
"7064","DCAF7"
"7065","KCNH6"
"7066","PSMC5"
"7067","LIMD2"
"7068","CSH2"
"7069","TCAM1P"
"7070","TACO1"
"7071","CCDC47"
"7072","MAP3K3"
"7073","DDX42"
"7074","STRADA"
"7075","LOC729683"
"7076","SMARCD2"
"7077","FTSJ3"
"7078","GH2"
"7079","CSHL1"
"7080","CSH1"
"7081","CD79B"
"7082","GH1"
"7083","PRR29-AS1"
"7084","PRR29"
"7085","SCN4A"
"7086","ICAM2"
"7087","ERN1"
"7088","TEX2"
"7089","SNORA50C"
"7090","SNORD104"
"7091","SNHG25"
"7092","PECAM1"
"7093","DDX5"
"7094","MILR1"
"7095","MIR5047"
"7096","MIR3064"
"7097","POLG2"
"7098","SMURF2"
"7099","CEP95"
"7100","AMZ2P1"
"7101","RGS9"
"7102","LOC100507002"
"7103","PLEKHM1P1"
"7104","MIR4315-2"
"7105","LRRC37A3"
"7106","GNA13"
"7107","MIR4315-1"
"7108","MIR6080"
"7109","ARHGAP27P1"
"7110","ARHGAP27P1-BPTFP1-KPNA2P3"
"7111","CRAT40"
"7112","AXIN2"
"7113","CEP112"
"7114","APOH"
"7115","PRKCA-AS1"
"7116","PRKCA"
